u,techniques,items,n_items,ratings,n_ratings
10479,"[2, 0, 0, 1, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[7506, 46073, 161516, 45418, 73843]",5,"[5.0, 4.0, 5.0, 5.0, 5.0]",5
23126,"[3, 0, 0, 2, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[96908, 73956, 174298, 125433, 84035]",5,"[5.0, 5.0, 5.0, 5.0, 5.0]",5
15823,"[4, 0, 0, 1, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]","[48236, 99646, 150667, 155510, 122204, 16723, 121622]",7,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",7
8130,"[6, 0, 0, 2, 2, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[34789, 50972, 129174, 128538, 173231, 19955, 93054, 11933, 4929, 154943]",10,"[4.0, 4.0, 5.0, 4.0, 3.0, 4.0, 5.0, 5.0, 4.0, 5.0]",10
5379,"[4, 0, 0, 1, 2, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[150622, 118496, 37204, 118641, 2565, 52208]",6,"[5.0, 3.0, 5.0, 5.0, 5.0, 5.0]",6
15566,"[5, 0, 0, 0, 3, 0, 0, 0, 0, 7, 2, 1, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 6, 2, 0, 0, 0, 5, 0, 0, 2, 1, 0, 0, 0, 0, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2]","[113588, 150546, 106217, 138882, 134203, 62176, 147374, 171187, 174036, 173270, 61725, 171965, 11324, 118059, 149606, 82712, 24006, 100608, 56232, 90187]",20,"[5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",20
14411,"[12, 0, 1, 4, 4, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 4, 0, 0, 1, 0, 0, 1, 1, 5, 2, 0, 0, 0, 4, 0, 0, 4, 0, 1, 0, 0, 1, 4, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 4, 1, 5]","[158044, 66318, 113674, 13881, 102888, 37047, 59997, 103645, 110737, 35380, 46273, 132364, 62689, 19771, 163129, 166588, 79263, 117402, 63440, 164596, 11324, 44708, 65274]",23,"[5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 0.0, 4.0, 5.0, 5.0, 5.0, 5.0]",23
6176,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[7004, 1652, 93209, 116062, 131663]",5,"[5.0, 3.0, 4.0, 0.0, 5.0]",5
2206,"[16, 0, 0, 8, 3, 0, 0, 0, 0, 21, 0, 1, 0, 0, 0, 0, 2, 0, 0, 3, 2, 0, 0, 2, 2, 0, 2, 3, 10, 2, 0, 0, 0, 14, 0, 0, 10, 2, 1, 0, 0, 0, 5, 7, 0, 0, 6, 1, 0, 1, 0, 0, 0, 6, 1, 1, 0, 2]","[65749, 151081, 169561, 154683, 114330, 74197, 837, 29627, 121393, 31827, 25043, 97044, 4248, 142915, 38434, 111588, 80715, 75735, 51898, 2901, 63074, 84437, 120821, 92482, 55114, 77967, 64738, 177745, 8079, 6929, 119950, 95158, 893, 103496, 178051, 10853, 134236, 68803, 20428]",39,"[5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 1.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0]",39
6783,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[29535, 44973, 45163, 3710, 42389, 58083, 81216, 41281]",8,"[5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",8
15061,"[10, 0, 0, 3, 5, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 1, 0, 3, 0, 4, 3, 0, 0, 0, 4, 0, 0, 2, 2, 3, 0, 0, 0, 5, 5, 0, 0, 3, 0, 0, 2, 0, 1, 0, 3, 2, 2, 0, 0]","[158588, 128002, 15173, 156805, 79521, 25508, 92748, 160405, 106807, 171987, 45517, 83831, 69042, 82519, 96260, 153142, 66772, 93274, 97800, 19247, 150048, 154034, 143359]",23,"[0.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 2.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",23
15008,"[10, 0, 0, 3, 3, 0, 0, 1, 0, 8, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 2, 0, 1, 1, 0, 0, 0, 7, 0, 0, 0, 0, 4, 0, 0, 1, 0, 1, 0, 0, 2, 1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 1, 2, 1]","[108931, 58071, 178133, 91404, 15102, 48579, 73493, 42610, 144479, 100552, 123341, 126990, 80858, 65583]",14,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",14
3524,"[5, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21273, 21122, 4207, 46021, 45237, 89811]",6,"[5.0, 5.0, 5.0, 3.0, 5.0, 5.0]",6
2152,"[14, 0, 0, 4, 3, 0, 0, 2, 0, 7, 1, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 2, 4, 0, 0, 0, 0, 7, 0, 0, 2, 1, 2, 0, 0, 2, 4, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2]","[141520, 114988, 56425, 37012, 122787, 152154, 106973, 26111, 73065, 4433, 54298, 110941, 1283, 119044, 93685, 75691, 96440, 151203, 60214, 155986, 160614, 807, 49663]",23,"[5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",23
3187,"[5, 0, 0, 6, 11, 0, 0, 0, 0, 8, 1, 0, 0, 0, 2, 0, 7, 0, 0, 1, 2, 1, 0, 2, 0, 0, 0, 1, 8, 0, 0, 0, 0, 8, 0, 2, 5, 1, 2, 0, 0, 2, 8, 6, 2, 0, 5, 0, 0, 0, 1, 1, 0, 3, 2, 4, 0, 2]","[48980, 171132, 55007, 54095, 158410, 30674, 93435, 11269, 1278, 138797, 177319, 125960, 11920, 109400, 25901, 141784, 49327, 37901, 34066, 91685, 98041, 154290, 3565, 162852, 73387, 96426, 98333, 36624, 96140]",29,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0, 5.0, 5.0, 5.0, 5.0]",29
23162,"[6, 0, 0, 1, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[103392, 76704, 56204, 98797, 130650, 85063, 113937, 173688, 54986]",9,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",9
18217,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[99787, 131918, 125637, 52334, 120085]",5,"[0.0, 5.0, 2.0, 5.0, 5.0]",5
12443,"[1, 0, 0, 3, 5, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 0, 0, 1, 3, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2]","[87049, 96565, 169962, 166135, 32397, 106058, 29505, 146148, 121006, 10291, 97002, 41454]",12,"[4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0]",12
4906,"[18, 1, 1, 6, 15, 0, 1, 2, 0, 22, 2, 3, 0, 0, 0, 0, 7, 0, 0, 2, 7, 0, 0, 2, 2, 0, 2, 1, 13, 2, 0, 0, 0, 8, 1, 2, 11, 6, 8, 0, 0, 1, 12, 14, 4, 0, 6, 3, 0, 0, 0, 3, 0, 4, 3, 7, 3, 16]","[150873, 159854, 127004, 113576, 4708, 33643, 155801, 135755, 146430, 11115, 44589, 133405, 23801, 23671, 161283, 55187, 92804, 57023, 139612, 32954, 167988, 3586, 89593, 142406, 76987, 109271, 50302, 30115, 173140, 2226, 23155, 14127, 176855, 35127, 131299, 161753, 75747, 27671, 142642, 153766, 160843, 67335, 129520, 59380, 78369, 40308, 21773, 53183, 163100, 136099, 31894, 35800, 61283, 5077, 136423, 60404, 69566, 119686, 107953, 35779, 135958, 34357, 151109, 58397, 5510, 66716, 55031]",67,"[0.0, 3.0, 1.0, 5.0, 4.0, 0.0, 0.0, 4.0, 4.0, 5.0, 5.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 5.0, 5.0, 0.0, 2.0, 3.0, 5.0, 0.0, 4.0, 3.0, 4.0, 3.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 0.0, 4.0, 4.0, 3.0, 0.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 3.0, 4.0, 4.0, 3.0, 4.0, 5.0, 3.0, 0.0, 5.0, 3.0, 0.0, 0.0, 3.0, 4.0, 5.0]",67
20062,"[4, 0, 0, 1, 3, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 1, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[168561, 105272, 32424, 154054, 66593, 118496, 79996, 105732, 106975]",9,"[0.0, 5.0, 5.0, 5.0, 0.0, 5.0, 5.0, 5.0, 5.0]",9
14392,"[4, 0, 0, 0, 1, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[115099, 119515, 111865, 110823, 29380, 77519, 80667, 69168]",8,"[5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0]",8
16171,"[6, 0, 0, 5, 13, 0, 0, 2, 0, 8, 0, 2, 0, 0, 4, 0, 2, 0, 0, 0, 7, 1, 0, 2, 0, 0, 2, 1, 8, 2, 0, 0, 0, 8, 0, 4, 3, 2, 3, 0, 3, 4, 17, 9, 0, 0, 4, 0, 0, 1, 1, 1, 0, 5, 3, 6, 1, 3]","[76308, 129664, 79933, 51335, 153495, 169076, 139596, 23560, 90123, 120799, 43251, 116266, 121494, 82712, 63559, 91781, 144461, 137199, 106568, 24376, 35497, 135330, 39011, 112286, 89683, 80368, 141436, 43852, 148855, 65109, 170272, 142252, 29746, 139776, 17600, 174245, 22080, 75877, 84312, 81214, 19812, 98186, 91485]",43,"[5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 3.0, 3.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0]",43
8323,"[19, 0, 0, 6, 5, 0, 0, 0, 0, 11, 2, 0, 0, 0, 2, 0, 5, 0, 0, 2, 2, 2, 0, 0, 3, 0, 0, 0, 8, 0, 0, 0, 0, 10, 0, 1, 4, 4, 4, 0, 0, 1, 3, 5, 0, 0, 3, 0, 0, 0, 1, 1, 0, 2, 0, 5, 1, 3]","[175726, 23377, 76770, 105610, 83118, 126241, 86661, 164781, 47329, 91662, 8695, 33204, 5098, 98756, 108435, 11115, 9548, 89126, 166672, 46699, 97851, 163598, 160930, 96921, 135043, 35079, 84589, 79260, 69623, 103243, 11460, 24905, 21568, 51272, 13059, 129149, 43680, 49780, 23351]",39,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",39
191,"[51, 1, 0, 20, 8, 0, 0, 2, 0, 26, 1, 6, 0, 0, 1, 0, 17, 0, 0, 3, 5, 0, 1, 2, 5, 0, 0, 1, 25, 4, 0, 0, 0, 15, 0, 0, 5, 3, 1, 0, 1, 2, 4, 9, 2, 0, 10, 1, 0, 1, 0, 1, 0, 6, 1, 1, 5, 3]","[13724, 152159, 49487, 67153, 47239, 144425, 58127, 109351, 1003, 69987, 73901, 116421, 76578, 74587, 89895, 52219, 101767, 3445, 62068, 125761, 3200, 67298, 122955, 70003, 34242, 122142, 164994, 113469, 163839, 53788, 59069, 20407, 7191, 125245, 141746, 95880, 158272, 166624, 160029, 63921, 165343, 167228, 108059, 40869, 17247, 164953, 108873, 61237, 36055, 168732, 55610, 61947, 54428, 80, 101664, 42442, 39758, 149468, 41287, 73729, 122846, 163100, 119351, 102659, 138913, 46628, 31512, 162193, 79388, 15291, 44817, 8833, 76461, 138575, 94640, 44396, 123206, 68273, 53589, 150905, 101410, 172115, 4149, 174720, 40017, 101542, 57450, 157597]",88,"[5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 3.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",88
15177,"[5, 0, 0, 1, 2, 0, 0, 0, 0, 4, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 2, 3, 0, 0, 0, 0, 3, 0, 1, 1, 4, 2, 0, 0, 1, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]","[130108, 28552, 174377, 27226, 72253, 42044, 15336, 166106, 120821, 99787, 142634, 93685, 55874, 32128, 146578]",15,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0, 5.0]",15
4108,"[8, 0, 0, 3, 4, 0, 0, 0, 0, 4, 1, 1, 0, 0, 1, 0, 2, 0, 0, 2, 3, 0, 0, 1, 2, 0, 0, 0, 6, 1, 0, 0, 0, 4, 0, 0, 2, 0, 1, 0, 0, 1, 0, 2, 0, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]","[3814, 118107, 172130, 120410, 75291, 124592, 15647, 107733, 144313, 174394, 126297, 1740, 162947, 177943, 3660, 94862, 21473, 76351, 43057, 63193]",20,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0]",20
6409,"[10, 0, 0, 3, 8, 0, 0, 1, 0, 10, 0, 0, 0, 0, 0, 0, 5, 0, 0, 9, 5, 1, 0, 2, 0, 0, 1, 2, 7, 2, 0, 0, 0, 11, 0, 1, 2, 3, 3, 0, 0, 0, 7, 8, 1, 0, 3, 0, 0, 3, 0, 0, 0, 4, 0, 2, 1, 5]","[151212, 95150, 26329, 103606, 57654, 112889, 152998, 72511, 158529, 79630, 170377, 128955, 71554, 143836, 152185, 17407, 45478, 164087, 68803, 107752, 121865, 30549, 70967, 158938, 130513, 37359, 3337]",27,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0, 5.0, 5.0, 5.0]",27
16751,"[5, 0, 0, 4, 3, 0, 0, 1, 0, 6, 0, 1, 0, 1, 0, 0, 4, 0, 0, 0, 3, 1, 0, 1, 0, 0, 0, 0, 4, 1, 0, 0, 0, 5, 0, 1, 3, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[19549, 125637, 31676, 142879, 147272, 20923, 173110, 45824, 104043, 162913, 118107, 111496, 120697, 119288, 108405, 22815]",16,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0]",16
11190,"[12, 0, 0, 6, 4, 0, 0, 0, 0, 5, 2, 1, 0, 0, 0, 0, 8, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 6, 0, 1, 1, 0, 2, 0, 0, 0, 5, 5, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 2]","[47497, 27043, 166441, 58870, 163938, 159088, 19355, 171328, 116247, 168342, 75957, 51645, 116065, 61522, 73089, 143836, 38511, 8405, 29916, 152008, 70334, 153988]",22,"[5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",22
15098,"[0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 3, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 3, 0, 1]","[59702, 19209, 108170, 104343, 15173]",5,"[4.0, 5.0, 3.0, 5.0, 5.0]",5
9202,"[2, 0, 0, 0, 4, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 1, 0, 1, 2, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 2]","[108486, 23212, 38296, 85206, 6004, 64188]",6,"[5.0, 4.0, 5.0, 4.0, 5.0, 4.0]",6
7928,"[2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[4776, 22219, 96470, 173688, 126790, 112749]",6,"[0.0, 3.0, 4.0, 5.0, 4.0, 5.0]",6
17136,"[1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[154815, 32957, 104088, 29746, 24371]",5,"[4.0, 1.0, 2.0, 5.0, 4.0]",5
7614,"[20, 0, 0, 9, 19, 0, 1, 3, 1, 29, 0, 2, 0, 0, 0, 0, 7, 0, 0, 2, 6, 5, 0, 6, 0, 0, 1, 1, 10, 2, 0, 0, 0, 19, 0, 3, 12, 0, 2, 0, 0, 1, 9, 6, 0, 0, 12, 1, 0, 2, 0, 1, 0, 10, 3, 3, 3, 14]","[123745, 129109, 141539, 159204, 169731, 21020, 169182, 122704, 64055, 115537, 103415, 77287, 176506, 70519, 41445, 60028, 75084, 70898, 172970, 170162, 137192, 145464, 163067, 99653, 109633, 65091, 140055, 18444, 149639, 41319, 153497, 85765, 105686, 100987, 86633, 99265, 47139, 80020, 160427, 49659, 64900, 47544, 177492, 101791, 101794, 136703, 56137, 120414, 4430, 59536, 160675, 142253, 108329, 98207, 92854]",55,"[5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 0.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 0.0, 5.0, 5.0, 5.0, 0.0, 0.0, 5.0, 5.0, 5.0, 0.0, 5.0, 0.0, 5.0, 5.0, 5.0, 0.0, 5.0, 5.0, 0.0]",55
17554,"[4, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 2]","[23011, 94258, 56123, 22265, 157392, 102527, 156978]",7,"[5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0]",7
19466,"[8, 0, 0, 3, 4, 0, 0, 2, 1, 4, 0, 1, 0, 0, 0, 0, 4, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 1, 4, 1, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0]","[130757, 73956, 29923, 54822, 51593, 130331, 148610, 113697, 103294, 48486, 49854, 162356]",12,"[0.0, 5.0, 5.0, 0.0, 4.0, 0.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0]",12
15893,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[31148, 89444, 16914, 84490, 17415]",5,"[5.0, 5.0, 5.0, 5.0, 5.0]",5
12764,"[8, 0, 0, 3, 5, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 0, 4, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0, 1, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2]","[47952, 11466, 57393, 54193, 94411, 86624, 172828, 69585, 112776, 146321, 92748, 39832, 68366, 85719]",14,"[4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 3.0, 5.0, 4.0, 5.0, 4.0, 4.0, 2.0, 5.0]",14
11071,"[11, 0, 0, 3, 6, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 6, 2, 0, 0, 0, 3, 0, 1, 1, 1, 2, 0, 0, 0, 6, 2, 0, 0, 6, 0, 0, 0, 0, 0, 0, 3, 0, 3, 1, 2]","[73729, 84423, 28705, 52050, 89188, 34494, 17320, 83532, 169125, 125087, 145590, 14290, 106140, 114895, 63129, 177496, 124230, 150229, 124999]",19,"[5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0]",19
